Name,Address,Source
GetFirmwareVersion,0xFF317AF4,EVENTPROC
GetMacAddress,0xFF317B3C,EVENTPROC
StartOperatingStatus,0xFF317B40,EVENTPROC
StartFileStatus,0xFF317B44,EVENTPROC
CUInitialize,0xFF348CA8,EVENTPROC
CUTerminate,0xFF348CAC,EVENTPROC
CUStart,0xFF348CB0,EVENTPROC
CUStop,0xFF348D14,EVENTPROC
CUSetBuffer,0xFF348D2C,EVENTPROC
CUSetMode,0xFF348D44,EVENTPROC
CUCreateTask,0xFF348D4C,EVENTPROC
CUSetPrint,0xFF348D84,EVENTPROC
CUPrintSummary,0xFF348DA0,EVENTPROC
CUPrintDetail,0xFF348DB4,EVENTPROC
CUPrintTSMonitor,0xFF348D00,EVENTPROC
EnterIsoSpeedAdjustmentMode,0xFF35B3DC,EVENTPROC
ExitIsoSpeedAdjustmentMode,0xFF35B3F8,EVENTPROC
SetVShadingDataType,0xFF35B430,EVENTPROC
TftDconOn,0xFF134E98,EVENTPROC
PreDispTest,0xFF139E84,EVENTPROC
TFTVariangle,0xFF13A198,EVENTPROC
KDISP_DEBUG,0xFF13A1C8,EVENTPROC
KKDISP_DEBUG,0xFF13A1D8,EVENTPROC
KKKDISP_DEBUG,0xFF13A1E8,EVENTPROC
IsTouching,0xFF13A2C4,EVENTPROC
StartTouchPanel,0xFF13A2E8,EVENTPROC
StopTouchPanel,0xFF13A2F8,EVENTPROC
SetTestMode,0xFF13A308,EVENTPROC
ChangeThresholdRate,0xFF230BF8,EVENTPROC
ViewThresholdRate,0xFF230C1C,EVENTPROC
OpenSession,0xFF29CD88,EVENTPROC
CloseSession,0xFF29CDA0,EVENTPROC
Create100White,0xFF32AF38,EVENTPROC
Create50White,0xFF32B080,EVENTPROC
DeleteWhite,0xFF32B100,EVENTPROC
CreateColor,0xFF32B138,EVENTPROC
DeleteColor,0xFF32B100,EVENTPROC
CreateMixColor,0xFF32BAB4,EVENTPROC
TestLcd,0xFF32BE2C,EVENTPROC
EnableFilter,0xFF32C464,EVENTPROC
DisableFilter,0xFF32C478,EVENTPROC
EnableFilterForHDMI,0xFF32C48C,EVENTPROC
DisableFilterForHDMI,0xFF32C4A0,EVENTPROC
SetDisplayType,0xFF32C554,EVENTPROC
SetBL,0xFF32C568,EVENTPROC
SetBacklightLevelWithDutyRatio,0xFF32C57C,EVENTPROC
MuteOn,0xFF32C594,EVENTPROC
MuteOff,0xFF32C5DC,EVENTPROC
FlushBmp,0xFF32C628,EVENTPROC
MuteOnImage,0xFF13ACA4,EVENTPROC
MuteOffImage,0xFF13AC80,EVENTPROC
DISP_StartMix,0xFF32D7EC,EVENTPROC
ReverseTFT,0xFF13B410,EVENTPROC
MirrorTFT,0xFF13B448,EVENTPROC
NormalTFT,0xFF13B480,EVENTPROC
DispLockStart,0xFF137D40,EVENTPROC
DispLockStop,0xFF137D64,EVENTPROC
StartTPLog,0xFF3358F4,EVENTPROC
TCH_SimpleCheck,0xFF3353A8,EVENTPROC
TCH_SetDeltaRawValue,0xFF3354E8,EVENTPROC
TCH_SetOpe2SysTime,0xFF335430,EVENTPROC
TCH_SetMutualGlobaliDacValue,0xFF335550,EVENTPROC
TCH_SetMutualLocaliDacValue,0xFF335588,EVENTPROC
TCH_SetMutualGainValue,0xFF3355C4,EVENTPROC
TCH_SetMutualRawCountsValue,0xFF3355EC,EVENTPROC
TCH_SetMutualDifferenceCountsValue,0xFF335628,EVENTPROC
TCH_SetGlobaliDacValueForSelfScan,0xFF335664,EVENTPROC
TCH_SetGainParamForSelfScan,0xFF3356A0,EVENTPROC
TCH_SetLocaliDacValueForSelfScan,0xFF3356BC,EVENTPROC
TCH_SetBaselineValueForSelfScan,0xFF33584C,EVENTPROC
TCH_SetRawCountsValueForSelfScan,0xFF335884,EVENTPROC
TCH_SelfBaseRawAverageForSelfScan,0xFF3358BC,EVENTPROC
TCH_WriteData,0xFF335BF4,EVENTPROC
TCH_ReadData,0xFF335C38,EVENTPROC
FA_ExtFlashTest,0xFF383A60,EVENTPROC
FA_FlashTest,0xFF383A68,EVENTPROC
GuiGraphicsAllocateMemory,0xFF3C8B4C,EVENTPROC
AdjTouchMove,0xFF3C8474,EVENTPROC
WriteJpegToCard,0xFF3C84B4,EVENTPROC
GDOption,0xFF3C850C,EVENTPROC
ShowGraphicsCT,0xFF3C8538,EVENTPROC
EightImages,0xFF3C88B8,EVENTPROC
ChgBackGrd,0xFF3C84E0,EVENTPROC
SetupGraphcisTSM,0xFF3C8900,EVENTPROC
FinishGraphcisTSM,0xFF3C8974,EVENTPROC
LvCFilSaveJpeg,0xFF530854,EVENTPROC
LvCFilSetJpeg,0xFF5308BC,EVENTPROC
LvCFilSendJpeg,0xFF5308CC,EVENTPROC
